"type","Country","Region","Location","Name","Latitude","Longitude","year_deployment","year_modification","min_depth_m","depth_m","reef_edge_m","Min_dist_filt_km","min_dist_km","surrounding_seabed","meadows","typo_filt","reef_typology","structure_wreck","Material_simply","Material","Arrangement_modules","origin_reef","total_area_sqm","total_volume_cubm","n_oases","dist_between_oases_m","dimens_oases_sqm","type_structures","n_structures","dim_structures_m","dist_between_structures_m","modules_shape","n_modules","dist_between_modules_m","dimension_leng_width_heigh_m","weight_or_displacement_tons","experimental_professional","scope","exploitation","possible_exploitation","observations","biocenosis","alien_species","Alien species (form)","protected_species","Protected species (form)","protect_area_y_n","Protected area","managment_prog_Y_N","Management_program","Concession_area_Y_N","Surveillance_service_Y_N","Surveillance_service","Monitoring_program_Y_N","Monitoring_program","Available data","Available literature (Scientific or Grey)"
"Wreck","Italy","Marche","Falconara Marittima","num5",43.6508333333333,13.4133333333333,"No data","No data",11,11,"No data",2.253076,2.253076,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.4"
"Wreck","Italy","Marche","Falconara Marittima","n6",43.7,13.4833333333333,"No data","No data",19,19,"No data",9.01,9.01,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.5"
"Wreck","Italy","Marche","Falconara Marittima","n7",43.7425,13.555,"No data","No data",37,37,"No data",15.5,15.5,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.6"
"Wreck","Italy","Marche","Ancona","n11",43.7375,13.6433333333333,"No data","No data",19,19,"No data",14.08,14.08,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.7"
"Wreck","Italy","Marche","Ancona","n15",43.7,13.6188888888889,"No data","No data",35.5,35.5,"No data",10.3,10.3,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.8"
"Wreck","Italy","Marche","Ancona","n16",43.7222222222222,13.6533333333333,"No data","No data",50.5,50.5,"No data",13.52,13.52,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.9"
"Wreck","Italy","Marche","Ancona","n17",43.7294444444444,13.6644444444444,"No data","No data",53.5,53.5,"No data",14.65,14.65,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.10"
"Wreck","Italy","Marche","Ancona","n18",43.6611111111111,13.5794444444444,"No data","No data",20.5,20.5,"No data",5.31,5.31,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.11"
"Wreck","Italy","Marche","Ancona","n20",43.6222222222222,13.555,"No data","No data",12.5,12.5,"No data",1.45,1.45,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.13"
"Wreck","Italy","Marche","Ancona","n21",43.7433333333333,13.7377777777778,"No data","No data",63.5,63.5,"No data",11.7,11.7,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.14"
"Wreck","Italy","Marche","Ancona","n32",43.6222222222222,13.7083333333333,"No data","No data",25.5,25.5,"No data",9.01,9.01,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.15"
"Wreck","Italy","Marche","Ancona","n34",43.6872222222222,13.7983333333333,"No data","No data",60,60,"No data",18.02,18.02,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.16"
"Wreck","Italy","Marche","Ancona","n35",43.6988888888889,13.815,"No data","No data",63.5,63.5,"No data",19.6,19.6,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.17"
"Wreck","Italy","Marche","Sirolo","n43",43.5816666666667,13.825,"No data","No data",42,42,"No data",15.13,15.13,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.18"
"Wreck","Italy","Marche","Numana","n44",43.555,13.7688888888889,"No data","No data",22.5,22.5,"No data",10.8,10.8,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.19"
"Wreck","Italy","Marche","Numana","n46",43.6655555555556,14.1538888888889,"No data","No data",81.5,81.5,"No data",40.2,40.2,"No data","No data","Decommissioned structures","Decommissioned structures","sunk vessel/ship","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Sacaccini A. & Piccinetti C. 1969. Il fondale del mare da Falconara a Tortoreto. Programma di ricerca sulle risorse marine e del fondo marino. Consiglio Nazionale delle ricerche. Serie C n.20"
